epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,598.929,0.92062,1.61508,0.69823,1.11337,0.64201,0.78947,0.74206,0.39276,0.79459,0.78947,0.8267,0.37605,1.69696,3.36795,1.12474,1.89701,0.001175,0.001175,0.001175
127,603.624,0.97395,1.53836,0.74653,1.17005,0.85921,0.68421,0.7577,0.42423,0.9263,0.73684,0.86355,0.42786,1.6388,2.93776,0.82184,1.82067,0.0011684,0.0011684,0.0011684
128,608.501,0.95014,1.56179,0.72667,1.13994,0.84537,0.94737,0.906,0.49606,0.95954,0.94737,0.99024,0.47206,1.55657,3.0271,0.76574,1.70987,0.0011618,0.0011618,0.0011618
129,613.157,0.92495,1.67284,0.73718,1.11718,0.80899,0.89474,0.84155,0.42957,0.85584,0.9378,0.93957,0.43442,1.64798,3.14042,0.86994,1.87461,0.0011552,0.0011552,0.0011552
130,617.841,0.88616,1.50539,0.68969,1.11052,0.78917,0.78809,0.79372,0.42405,0.84164,0.83931,0.87096,0.40214,1.89833,3.2483,0.82082,2.05274,0.0011486,0.0011486,0.0011486
131,622.035,0.89951,1.53912,0.69977,1.11059,0.92315,0.78947,0.83886,0.47288,0.81641,0.93661,0.93313,0.44161,1.73717,3.18962,0.76577,1.98301,0.001142,0.001142,0.001142
132,626.724,0.90665,1.55838,0.6988,1.11677,0.91897,0.78947,0.84812,0.44292,0.92627,0.78947,0.90632,0.44472,1.66578,3.30289,0.83515,1.94118,0.0011354,0.0011354,0.0011354
133,631.62,0.90621,1.63117,0.69223,1.12201,0.86314,0.78947,0.823,0.47255,0.8701,0.78947,0.87865,0.42498,1.55091,3.12965,0.84381,1.81904,0.0011288,0.0011288,0.0011288
134,636.302,0.91789,1.56725,0.6969,1.12255,0.78743,0.78028,0.74155,0.42402,0.78743,0.78028,0.77427,0.39736,1.6738,2.95686,0.8401,1.98353,0.0011222,0.0011222,0.0011222
135,640.86,0.9915,1.60239,0.75141,1.16049,0.84204,0.84173,0.85173,0.45789,0.93639,0.77541,0.87671,0.45534,1.61636,2.64932,0.82842,1.8499,0.0011156,0.0011156,0.0011156
136,645.344,0.87611,1.51235,0.68044,1.0964,0.88996,0.89474,0.85801,0.49418,0.99284,0.89474,0.90016,0.43266,1.53168,2.89552,0.69969,1.76683,0.001109,0.001109,0.001109
137,649.813,0.89335,1.54786,0.71331,1.10843,0.88501,0.89474,0.86856,0.49554,0.98735,0.84211,0.89326,0.41394,1.54327,3.07618,0.71536,1.73924,0.0011024,0.0011024,0.0011024
138,654.411,0.91214,1.66638,0.74212,1.14776,0.93174,0.89474,0.92518,0.50164,0.87667,0.84211,0.87561,0.4338,1.46682,3.07689,0.69789,1.67168,0.0010958,0.0010958,0.0010958
139,659.417,0.88484,1.55913,0.72478,1.15168,1,0.88046,0.98548,0.51823,0.94035,0.83034,0.8817,0.43109,1.50465,2.88555,0.69677,1.62558,0.0010892,0.0010892,0.0010892
140,664.046,0.85026,1.49088,0.71073,1.10654,0.93251,0.73684,0.8349,0.46197,1,0.78853,0.89069,0.4085,1.63746,2.65866,0.86671,1.79353,0.0010826,0.0010826,0.0010826
141,668.824,0.8583,1.48644,0.67175,1.08697,0.8232,0.73526,0.74273,0.3813,0.94002,0.8255,0.87759,0.38954,1.65615,2.66267,0.89838,1.88711,0.001076,0.001076,0.001076
