epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,505.181,1.05729,1.72059,0.8242,1.2114,0.68971,0.84211,0.78569,0.41797,0.72354,0.84211,0.80843,0.4268,1.65453,2.90713,1.08371,1.79944,0.0012872,0.0012872,0.0012872
110,509.718,1.05051,1.70513,0.8335,1.2175,0.7013,0.86553,0.86968,0.41881,0.98324,0.63158,0.83366,0.40658,1.78192,2.93258,0.94546,1.89471,0.0012806,0.0012806,0.0012806
111,514.407,0.98549,1.62993,0.75854,1.16389,0.79415,0.81285,0.87635,0.43793,0.92729,0.67193,0.83354,0.40032,1.73221,2.90866,0.83416,1.88672,0.001274,0.001274,0.001274
112,519.844,1.04712,1.76807,0.81717,1.18115,0.80951,0.89466,0.86666,0.41864,0.85698,0.94614,0.93847,0.36479,1.78059,3.21916,0.94637,1.89395,0.0012674,0.0012674,0.0012674
113,524.663,0.99217,1.75905,0.77819,1.16163,0.86871,0.78947,0.86486,0.4345,0.9352,0.84211,0.93936,0.41225,1.69007,3.07224,1.09022,1.85423,0.0012608,0.0012608,0.0012608
114,530.385,1.03769,1.76027,0.80185,1.15866,0.84203,0.84165,0.85938,0.4498,0.92566,0.84211,0.95457,0.43891,1.68959,2.83166,0.91908,1.89183,0.0012542,0.0012542,0.0012542
115,536.497,0.99073,1.70704,0.74641,1.16136,0.89403,0.88834,0.84395,0.45473,0.89403,0.88834,0.96537,0.41103,1.68516,3.15058,0.78217,1.85747,0.0012476,0.0012476,0.0012476
116,541.249,1.00743,1.6785,0.76519,1.16598,0.88151,0.78346,0.85112,0.45644,0.96011,0.78947,0.90792,0.39554,1.72115,3.28259,0.77407,1.9292,0.001241,0.001241,0.001241
117,545.725,0.95434,1.63008,0.74773,1.13842,0.88527,0.78947,0.83954,0.4551,0.88527,0.78947,0.8147,0.35351,1.71811,3.42476,1.04612,1.79708,0.0012344,0.0012344,0.0012344
118,551.904,1.05636,1.72536,0.80096,1.20236,0.80042,0.73684,0.77418,0.45825,0.80042,0.73684,0.77333,0.35026,1.58696,2.88695,0.92172,1.64551,0.0012278,0.0012278,0.0012278
119,558.685,0.89582,1.59236,0.72102,1.13504,0.68358,0.78947,0.71879,0.43496,0.73185,0.84211,0.80794,0.35286,1.4612,2.60904,0.84003,1.59092,0.0012212,0.0012212,0.0012212
120,565.531,0.97713,1.65387,0.74004,1.18623,0.64375,0.84211,0.73436,0.41021,0.92292,0.63033,0.80186,0.34692,1.66489,3.1598,0.91399,1.89784,0.0012146,0.0012146,0.0012146
121,571.77,1.01184,1.74669,0.76783,1.15462,0.75832,0.82624,0.78417,0.40488,0.69477,0.84211,0.76486,0.34935,1.70048,3.18132,0.95644,1.93798,0.001208,0.001208,0.001208
122,579.843,0.88831,1.60481,0.72246,1.11285,0.70235,0.86991,0.7512,0.3854,0.70235,0.86991,0.81411,0.39884,1.87548,2.67266,0.9456,2.14184,0.0012014,0.0012014,0.0012014
123,585.365,0.94251,1.56379,0.69094,1.14681,0.74263,0.94737,0.85054,0.4627,0.78405,1,0.96133,0.44258,1.68932,2.73071,0.9516,1.87654,0.0011948,0.0011948,0.0011948
124,589.751,1.01291,1.63897,0.77199,1.19478,0.72334,0.84211,0.74452,0.39358,0.89455,0.94737,0.89466,0.39099,1.70216,2.95619,0.93099,1.91337,0.0011882,0.0011882,0.0011882
125,594.199,0.9169,1.58586,0.69619,1.13045,0.72686,0.73684,0.78437,0.40194,0.82169,0.78947,0.80239,0.37841,1.62546,3.31243,1.06246,1.87754,0.0011816,0.0011816,0.0011816
